time,x,y,z,gforce
25.780,0.005,0.001,1.006,1.006
25.782,-0.004,-0.001,1.003,1.003
25.792,-0.011,-0.003,1.004,1.004
25.804,-0.011,-0.005,1.004,1.004
25.812,-0.002,-0.008,1.006,1.006
25.823,0.005,-0.010,1.004,1.004
25.832,0.011,-0.011,1.005,1.005
25.842,0.017,-0.006,1.005,1.005
25.881,0.020,-0.003,1.007,1.007
25.882,0.019,-0.001,1.005,1.005
25.884,0.014,0.002,1.006,1.006
25.887,0.005,0.003,1.006,1.006
25.902,-0.000,0.002,1.007,1.007
25.903,-0.005,-0.001,1.006,1.006
25.913,-0.006,-0.005,1.004,1.004
25.924,-0.000,-0.007,1.003,1.003
25.932,0.008,-0.010,1.004,1.004
25.943,0.014,-0.010,1.004,1.004
25.992,0.017,-0.008,1.004,1.004
25.993,0.021,-0.006,1.005,1.005
25.994,0.017,-0.002,1.006,1.006
25.995,0.010,0.004,1.006,1.006
25.996,0.006,0.005,1.007,1.007
26.009,0.001,0.005,1.007,1.007
26.012,-0.002,0.004,1.006,1.006
26.022,-0.002,-0.000,1.005,1.005
26.032,0.004,-0.005,1.007,1.007
26.042,0.007,-0.008,1.006,1.006
26.052,0.012,-0.010,1.004,1.005
26.086,0.016,-0.007,1.005,1.005
26.088,0.015,-0.008,1.004,1.004
26.089,0.014,-0.004,1.006,1.006
26.097,0.011,-0.001,1.004,1.004
26.103,0.008,0.002,1.005,1.005
26.117,0.006,0.004,1.005,1.005
26.123,0.002,0.002,1.005,1.005
26.132,0.002,0.000,1.004,1.004
26.143,0.004,-0.004,1.004,1.004
26.177,0.006,-0.001,1.005,1.005
26.178,0.009,-0.007,1.007,1.007
26.178,0.011,-0.009,1.004,1.004
26.183,0.012,-0.011,1.003,1.003
26.193,0.013,-0.009,1.005,1.005
26.204,0.015,-0.006,1.005,1.005
26.213,0.011,-0.002,1.004,1.004
26.234,0.008,0.001,1.005,1.005
26.235,0.008,0.001,1.005,1.005
26.245,0.004,0.002,1.005,1.005
26.275,0.000,0.004,1.006,1.006
26.276,-0.000,0.003,1.005,1.005
26.277,0.001,0.002,1.006,1.006
26.291,0.006,-0.002,1.004,1.004
26.293,0.012,-0.006,1.005,1.005
26.305,0.015,-0.009,1.006,1.006
26.312,0.016,-0.011,1.004,1.004
26.323,0.015,-0.010,1.005,1.006
26.332,0.013,-0.006,1.005,1.005
26.342,0.006,-0.006,1.005,1.005
26.384,0.003,-0.002,1.004,1.004
26.387,0.001,0.003,1.006,1.006
26.388,-0.000,0.004,1.006,1.006
26.389,0.002,0.002,1.006,1.006
26.393,0.005,0.002,1.007,1.007
26.407,0.011,-0.003,1.004,1.004
26.412,0.015,-0.006,1.006,1.006
26.425,0.016,-0.008,1.005,1.005
26.432,0.015,-0.008,1.004,1.004
26.443,0.011,-0.007,1.006,1.006
26.474,0.006,-0.006,1.004,1.004
26.475,0.003,-0.002,1.004,1.004
26.476,0.001,0.001,1.002,1.002
26.512,0.002,0.000,1.006,1.006
26.514,0.004,0.000,1.005,1.005
26.515,0.007,0.001,1.008,1.008
26.518,0.011,-0.001,1.006,1.006
26.526,0.012,-0.001,1.005,1.005
26.535,0.013,-0.002,1.006,1.007
26.543,0.013,-0.006,1.004,1.004
26.576,0.011,-0.007,1.006,1.006
26.578,0.009,-0.007,1.007,1.007
26.579,0.006,-0.005,1.006,1.006
26.583,0.005,-0.004,1.005,1.005
26.609,0.005,-0.004,1.003,1.003
26.610,0.004,-0.001,1.004,1.004
26.613,0.005,0.000,1.006,1.006
26.635,0.007,0.001,1.005,1.005
26.636,0.008,0.000,1.006,1.006
26.643,0.011,-0.002,1.005,1.005
26.657,0.013,-0.003,1.004,1.004
26.664,0.013,-0.006,1.004,1.004
26.674,0.011,-0.008,1.007,1.007
26.707,0.008,-0.006,1.005,1.005
26.708,0.005,-0.007,1.005,1.005
26.709,0.005,-0.007,1.005,1.005
26.713,0.002,-0.005,1.004,1.004
26.743,-0.001,-0.003,1.006,1.006
26.745,0.003,-0.000,1.005,1.005
26.746,0.006,0.001,1.005,1.005
26.759,0.009,-0.000,1.006,1.006
26.763,0.012,0.001,1.005,1.005
26.784,0.015,-0.002,1.006,1.006
26.786,0.015,-0.004,1.005,1.006
26.807,0.010,-0.005,1.006,1.006
26.808,0.008,-0.005,1.006,1.006
26.813,0.005,-0.005,1.005,1.005
26.826,0.002,-0.005,1.007,1.007
26.834,0.003,-0.004,1.006,1.006
26.844,0.004,-0.002,1.007,1.007
26.877,0.006,-0.002,1.006,1.006
26.878,0.011,-0.001,1.004,1.004
26.879,0.013,0.001,1.006,1.006
26.883,0.014,-0.002,1.006,1.006
26.911,0.012,-0.001,1.006,1.006
26.912,0.009,-0.005,1.006,1.006
26.913,0.008,-0.005,1.005,1.005
26.926,0.005,-0.005,1.004,1.004
26.933,0.003,-0.005,1.004,1.004
26.943,0.004,-0.005,1.004,1.004
26.990,0.004,-0.004,1.005,1.005
26.991,0.006,-0.003,1.006,1.006
26.993,0.007,-0.001,1.006,1.006
26.994,0.009,-0.001,1.007,1.007
26.996,0.010,-0.000,1.005,1.005
27.011,0.011,-0.000,1.006,1.006
27.014,0.011,-0.002,1.004,1.004
27.025,0.011,-0.004,1.005,1.005
27.035,0.008,-0.006,1.004,1.004
27.046,0.005,-0.005,1.006,1.006
27.053,0.005,-0.005,1.005,1.005
27.063,0.004,-0.006,1.005,1.005
27.083,0.006,-0.004,1.006,1.006
27.084,0.007,-0.003,1.007,1.007
27.093,0.009,-0.001,1.006,1.006
27.103,0.009,-0.001,1.005,1.005
27.113,0.011,-0.001,1.006,1.006
27.124,0.010,-0.001,1.003,1.003
27.138,0.011,-0.003,1.005,1.005
27.147,0.009,-0.003,1.004,1.004
27.171,0.007,-0.004,1.005,1.005
27.173,0.005,-0.005,1.004,1.004
27.187,0.003,-0.006,1.006,1.006
27.193,0.003,-0.005,1.004,1.004
27.229,0.005,-0.003,1.005,1.005
27.234,0.010,-0.003,1.004,1.005
27.234,0.010,-0.001,1.006,1.006
27.235,0.012,0.000,1.004,1.004
27.244,0.012,-0.001,1.005,1.006
27.255,0.011,-0.001,1.004,1.005
27.266,0.009,-0.003,1.004,1.004
27.273,0.007,-0.002,1.006,1.006
27.299,0.004,-0.003,1.005,1.005
27.300,0.003,-0.004,1.003,1.003
27.303,0.005,-0.004,1.006,1.006
27.313,0.007,-0.004,1.005,1.005
27.328,0.008,-0.003,1.005,1.005
27.340,0.011,-0.002,1.006,1.006
27.343,0.011,-0.002,1.006,1.006
27.360,0.010,-0.002,1.005,1.005
27.366,0.010,-0.001,1.005,1.005
27.380,0.009,-0.002,1.004,1.005
27.417,0.008,-0.003,1.005,1.005
27.418,0.008,-0.003,1.006,1.006
27.418,0.008,-0.005,1.005,1.005
27.420,0.007,-0.006,1.006,1.006
27.424,0.064,0.008,1.081,1.083
27.443,0.016,-0.015,1.321,1.321
27.445,-0.134,-0.023,0.361,0.386
27.454,0.060,0.021,1.318,1.320
27.466,-0.015,0.001,0.964,0.964
27.483,-0.051,-0.005,0.835,0.837
27.485,-0.030,-0.012,0.967,0.967
27.507,0.106,0.019,1.178,1.183
27.508,-0.008,-0.011,1.010,1.010
